,count,hate_speech,offensive_language,neither,class,tweet,processed_tweet
27,3,0,3,0,1,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;",met pussi ocean dr gave pussi pill
28,3,0,3,0,1,""" i need a trippy bitch who fuck on Hennessy """,need trippi bitch fuck hennessi
29,3,0,3,0,1,""" i spend my money how i want bitch its my business """,spend money want bitch busi
30,3,0,3,0,1,""" i txt my old bitch my new bitch pussy wetter """,txt old bitch new bitch pussi wetter
31,3,0,3,0,1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",say im back old old bitch would get excit
32,3,0,3,0,1,""" if you aint bout that Murder Game pussy nigga shut up """,aint bout murder game pussi nigga shut
33,3,0,3,0,1,""" if you're toes ain't done you pussy stinks """,toe done pussi stink
34,3,0,3,0,1,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,im done bitter bitch wrap angri bird there app
35,3,0,3,0,1,""" is that ya bitch """,ya bitch
36,3,0,3,0,1,""" it aint nothing to cut a bitch off """,aint noth cut bitch
37,3,0,3,0,1,""" jus meet son now he ya mane ass bitches "" #Shots",ju meet son ya mane as bitch
38,3,0,2,1,1,""" lames crying over hoes thats tears of a clown """,lame cri hoe that tear clown
39,3,0,3,0,1,""" like Snoop said in 94 we dont love these hoes """,like snoop said dont love hoe
40,3,0,1,2,2,""" momma said no pussy cats inside my doghouse """,momma said pussi cat insid doghous
41,3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",hate hoe favorit
42,3,0,3,0,1,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",nice girl bad make get naughti bad yello hoe real nice bodi down south chick like em real thick
43,3,0,3,0,1,""" pimps up pimps up hoes down "" Future voice",pimp pimp hoe futur voic
44,3,0,3,0,1,""" post a picture of that pussy get 200 likes """,post pictur pussi get like
45,3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",pussi power drug
46,3,0,3,0,1,""" quick piece of pussy call it a drive by """,quick piec pussi call drive
47,3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """,run round like brand new pussi that bout get fuck
48,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """,bitch even worst send guy
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """,hoe like nigga spend money talk bout
50,3,1,2,0,1,""" we dont trust these niggas all these bitches """,dont trust nigga bitch
51,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """,yall nigga b cuf hoe caus yall aint never bitch
52,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",dodg bullet all da bitch cut pregnant bound thank god
53,3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """,young pill chamberlain bitch love music
54,3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",teanna trump probabl cleaner twitter hoe
55,3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",gay nigga wait act like bitch tonight
56,3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",and ima steal cat n replac pitbul he bitch
57,3,0,3,0,1,"""&amp; he's gone always be a hoe""",gone alway hoe
58,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",son bitch took tic tac like movi
59,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",all wanna get money fuck model bitch russel simmon
60,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",probabl mind school much deal bitch as teacher retweet
61,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",fuck fag said
62,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",femal think date pussi cute stuff make pussi
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",simplyaddictedtoguy woof woof hot scalli lad
64,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",have ya ever ask bitch bitch kany voic ye
65,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",how u gone bring ur side bitch game you know ya gf friend swear
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",woof woof hot sol
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",lemmi eat oreo dish one oreo lol
68,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",bitch fuck u mayb get better just
69,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",fuck red malon man bitch as niggah could pleas use complet sentenc
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",whi eggplant emoji doe say look like scream lmao
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",hennessey venom gt one sexi bitch
72,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",him seh pussi wetter shower curtain lmao
73,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",everi need see pic post bitch said racist shit
74,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",yo fuck skateboard wood push faggot man ball life
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",babi monkey bathtim awwww thi soooo ador
76,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",shit damn skippi lol
77,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",u ever kill ant sidewalk think damn nigga way get pussi no b must b chanc
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",ring mvp bitch lol
79,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",ppl talk bad ghetto hood kid grow nigga funnnnnnn
80,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",the fact tattoo tattoo pussi tattoo nippl
81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",bitch want act like nigga bad shit aint cuteeee nigga act like bitch
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",get worship bitch woof woof
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",wow lost are buttcheek pierc yeah hoe
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",ok si rather broke bitch shrug tell work
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",queer gaywad
86,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",faggot read tweet dat k even funni lol
87,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",thi bitch ungrat fr lulwhor
88,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",kidnap yo bitch
89,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",alsarabsss he beaner smh tell he mexican
90,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",happi birthday nig thank yo
91,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",ur teacher tell u u homework bitch need go
92,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",nigga eat hoe lol hell yea lol john paul nigga said john paul
93,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",what would lil ugli bald head bitch stop make weav
94,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",leaf better win damn game go riot shit better start loot nig
95,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",go back school suck dick hoe attend
96,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",on way fuck yo bitch year old
97,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",come never bring food dont car retard
98,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",if richnow show hella tinder hoe im friend anymor chill brought like like propl
99,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",how bout cowboy shutup pussi
100,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",lmaooooooooooo nigga bitch want like depress shit foh
101,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",girl know spit g shit go lbv bitch plz
102,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",let make coupl tweet cuzzo page get twitter jail lmao bitch trick
103,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",harlem shake excus go full retard second
104,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",amen miley need act like hoe bc emot damag foh
105,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",one loyal femal wayyyyy better hoe idc
106,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",pussi lick pussi meow meow
107,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",check man even faggot ny fan stand
108,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",what happen vixen ent bitch got ran threw side like foothil bitch
109,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",im bitch okay nude pat wow
110,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",fuck gay blacklist hoe hold anyway
111,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",the fuck wrong bitch nobodi know
112,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",yall shut make bitch
113,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",hate pregnant type bitch
114,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",got bitch dm ever top
115,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",basebal season win thi love start
116,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",littl stupid bitch fuck yoooooouuuu
117,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",realli ask dead as seriou tho could say bitch wheet lol
118,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",earli bird night owl wise worm
119,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",overdos heavi drug sound bad tonight pussi shit everi day
120,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",pit bull photograph as love fairi tale creatur they fairi tale creatur
121,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",aw fag tweet aw lol
122,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",as long laker trash could careless and real cc hahaha
123,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",say anyth tho kiss faggot
124,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",play soccer cheat girl wear khaki colour cargo haircut yup
125,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",could go fat as bitch lap
126,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",miss call da yo p o bitch twitter finna screamn
127,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",ya side bitch gotta know rule shit anybodi ask cousin jersey thinkin bout move lmmfao
128,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",amo lo pie fuck yeah
129,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",these hoe think meat slap as ainna bruh
130,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",yall bitch wit edg talk
131,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",yall still go trick treat year nah hell yeah ima da sweet tooth bandit steal bitch bag n shit
132,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",wanna sex mom fuck right pussi came damn got hack like fuck
133,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",if kiss u eye open watch bitch lmfao
134,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",you woulda coulda shoulda as hoe
135,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",happi bday bitch ass nigga preciat bitch roll
136,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",use send bitch
137,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",ugli bitch like wcw duh bitch nobodi el
138,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",nigga know hacki sack hoe nah throw look pass lmao
139,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",glad get outta atlanta noth bunch nigga outta jail dumb bitch mad kid fuckin em
140,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",thi ghetto smart idc
141,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",would wife hoe cuz care cheat forc relationship first place
142,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",be singl excus hoe
143,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",white boy power bitch black power bitch
144,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",let get drunk get blow spit shit spark blunt fuck hoe bro white dude chill
145,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",bitch u around world back where
146,3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",get dick suck yo parti bad bitch fr gone set
147,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",soooo cute but probabl hoe lot
148,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",in everi cartoon alway save hoe lmao lmao damn captain saveaho
149,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",who want get nose bad boi hot sox leg
150,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",wish bitch like brother keezi ooooow bet
151,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",if dress cat halloween basic pussi
152,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",can pornhub get game stream featur dumb bitch gtfo get kati
153,3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",stop scare choke sex u bitch as nigga she like say guy hit woman bed foh
154,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",ha well iguess make hoe loyal bro theyll never loyal hoe nig
155,6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",oh man molli ho fuck ya seed
156,3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",man refer everi girl bitch
157,3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",lmfao cat start beat shit nigga final got pussi my nigga
158,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",peel peel bring back rewind back move shaq line ooooow tf said trash
159,3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",io io alu record ho vine sai pe hahahaha lol anywaaaaaay haha
160,3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",naw old tape new cover upcom mixtap yeah wait hoe mayn
161,3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",ol dirti foot as bitch funni
162,3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",get yellow flag amaz hell yeah niggi
163,3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",got time bitch actin iffi
164,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",come stay aliv knight nation thi still earli bird special
165,3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",these hoe loyal smfh wonder nobodi decent want
166,3,0,3,0,1,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",bruh stud keep think soft hell ask ya girl mani time scream bitch oh okay stfu bye hoe
167,3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",dri pussi bitch alway blame condom
168,3,0,3,0,1,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",shut yo bitch as
169,3,0,3,0,1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",gucci mane jail drop mixtap everi month hoe even text back
170,3,0,3,0,1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",you love hoe money wat wrong nigga
171,6,0,6,0,1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",a loyal bitch burb without daddi issu like find holograph mewtwo sound like lol
172,3,0,3,0,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",easi cum easi hoe fact
173,3,0,3,0,1,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",charli sheen real major fuck respect charli sheen
174,3,0,3,0,1,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",wish bae you got hoe tho
175,3,0,3,0,1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",fuck twerk bitch cook
176,3,0,3,0,1,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",bitch wtf
177,3,1,2,0,1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",shut zoe fight pussi zoe good man you good move along
178,3,0,3,0,1,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",lmao fuck snake bitch em
179,3,0,3,0,1,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",big booti hoe everywher sheesh damn
180,3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",stay tune updat report week
181,3,0,0,3,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",play soccer cheat girl wear khaki colour cargo haircut ye lmfao
182,3,0,3,0,1,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",oregon choke everi year get field trash as program rft
183,3,0,3,0,1,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo",def cowboy lol terrel owen best eagl cowboy ever dude cri like bitch tv romo
184,3,3,0,0,0,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",lmfaoooo hate black peopl thi black peopl nigger
185,3,0,3,0,1,"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent",how could u bitch potent
